id,country,indicatorType,indicator,unit,year,value
6390,morocco,energy indicators,Energy use by Sector - Industry,toe,2011,23.05716495
6391,morocco,energy indicators,Energy use by Sector - Transport,%,2011,33.68976628
6392,morocco,energy indicators,Energy use by Sector - Residential,%,2011,24.2986518
6393,morocco,energy indicators,Energy use by Sector - Tertiary,%,2011,8.255086796
6394,morocco,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2011,6.730304427
6395,morocco,energy indicators,Energy use by Sector - Other,%,2011,3.969025747
6396,morocco,energy indicators,Gross energy production,%,2010,1919.068
6397,morocco,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2010,0.484610238
6398,morocco,energy indicators,Gross energy production - Natural Gas,%,2010,2.340406906
6399,morocco,energy indicators,Gross energy production - Coal,%,2010,0
6400,morocco,energy indicators,Gross energy production - Nuclear,%,2010,0
6401,morocco,energy indicators,Gross energy production - Renewables,%,2010,97.17498286
6402,morocco,energy indicators,Gross energy production - Solar,%,2010,0
6403,morocco,energy indicators,Gross energy production - Wind,%,2010,2.953204368
6404,morocco,energy indicators,Gross energy production - Hydropower,%,2010,15.541294
6405,morocco,energy indicators,Gross energy production - Other,%,2010,0
6406,morocco,energy indicators,Total energy export,%,2010,682.412
6407,morocco,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2010,91.89668411
6408,morocco,energy indicators,Total energy export - Natural Gas,%,2010,0
6409,morocco,energy indicators,Total energy export - Coal,%,2010,0
6410,morocco,energy indicators,Total energy export - Electricity,%,2010,8.103315885
6411,morocco,energy indicators,Total energy import,%,2010,17067.481
6412,morocco,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2010,78.12746943
6413,morocco,energy indicators,Total energy import - Natural Gas,%,2010,3.074267374
6414,morocco,energy indicators,Total energy import - Coal,%,2010,16.48897104
6415,morocco,energy indicators,Total energy import - Electricity,%,2010,2.309292156
6416,morocco,energy indicators,Total primary energy supply (TPES),%,2010,17080.67
6417,morocco,energy indicators,Primary energy supply per capita,ktoe,2010,0.531942386
6418,morocco,energy indicators,Energy productivity,toe,2010,5.457631346
6419,morocco,energy indicators,Energy subsidies,$/kgoe,2010,
6420,morocco,energy indicators,Final energy consumption,$B,2010,13215.877
6421,morocco,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2010,72.931104
6422,morocco,energy indicators,Final energy consumption - Natural Gas,%,2010,0.339689905
6423,morocco,energy indicators,Final energy consumption - Coal,%,2010,0.119855837
6424,morocco,energy indicators,Final energy consumption - Electricity,%,2010,15.37615703
6425,morocco,energy indicators,Final energy consumption - Other,%,2010,11.23319323
6426,morocco,energy indicators,Energy use per capita,%,2010,0.411581345
6427,morocco,energy indicators,Energy use by Sector - Industry,toe,2010,22.04255533
6428,morocco,energy indicators,Energy use by Sector - Transport,%,2010,33.68757896
6429,morocco,energy indicators,Energy use by Sector - Residential,%,2010,25.01344406
6430,morocco,energy indicators,Energy use by Sector - Tertiary,%,2010,8.505822202
6431,morocco,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2010,6.734490643
6432,morocco,energy indicators,Energy use by Sector - Other,%,2010,4.016108806
6433,morocco,oil indicators,Oil production,%,2017,
6434,morocco,oil indicators,Oil reserves,kbl/day,2017,0
6435,morocco,oil indicators,Oil reserve to production ratio,Gbl,2017,
6436,morocco,oil indicators,Fiscal breakeven oil price,years,2017,
6437,morocco,oil indicators,External breakeven oil price,$/bl,2017,
6438,morocco,oil indicators,Oil Imports,$/bl,2017,
6439,morocco,oil indicators,Oil exports,kbl,2017,
6440,morocco,oil indicators,Oil rents (% of GDP),kbl,2017,
6441,morocco,oil indicators,Oil production,%,2016,
6442,morocco,oil indicators,Oil reserves,kbl/day,2016,0
6443,morocco,oil indicators,Oil reserve to production ratio,Gbl,2016,
6444,morocco,oil indicators,Fiscal breakeven oil price,years,2016,
6445,morocco,oil indicators,External breakeven oil price,$/bl,2016,
6446,morocco,oil indicators,Oil Imports,$/bl,2016,
6447,morocco,oil indicators,Oil exports,kbl,2016,
6448,morocco,oil indicators,Oil rents (% of GDP),kbl,2016,
6449,morocco,oil indicators,Oil production,%,2015,0
6450,morocco,oil indicators,Oil reserves,kbl/day,2015,0
6451,morocco,oil indicators,Oil reserve to production ratio,Gbl,2015,0
6452,morocco,oil indicators,Fiscal breakeven oil price,years,2015,
6453,morocco,oil indicators,External breakeven oil price,$/bl,2015,
6454,morocco,oil indicators,Oil Imports,$/bl,2015,
6455,morocco,oil indicators,Oil exports,kbl,2015,
6456,morocco,oil indicators,Oil rents (% of GDP),kbl,2015,0
6457,morocco,oil indicators,Oil production,%,2014,0
6458,morocco,oil indicators,Oil reserves,kbl/day,2014,0
6459,morocco,oil indicators,Oil reserve to production ratio,Gbl,2014,0
6460,morocco,oil indicators,Fiscal breakeven oil price,years,2014,
6461,morocco,oil indicators,External breakeven oil price,$/bl,2014,
6462,morocco,oil indicators,Oil Imports,$/bl,2014,321
6463,morocco,oil indicators,Oil exports,kbl,2014,25
6464,morocco,oil indicators,Oil rents (% of GDP),kbl,2014,0
6465,morocco,oil indicators,Oil production,%,2013,0
6466,morocco,oil indicators,Oil reserves,kbl/day,2013,0
6467,morocco,oil indicators,Oil reserve to production ratio,Gbl,2013,0
6468,morocco,oil indicators,Fiscal breakeven oil price,years,2013,
6469,morocco,oil indicators,External breakeven oil price,$/bl,2013,
6470,morocco,oil indicators,Oil Imports,$/bl,2013,333
6471,morocco,oil indicators,Oil exports,kbl,2013,29
6472,morocco,oil indicators,Oil rents (% of GDP),kbl,2013,0
6473,morocco,oil indicators,Oil production,%,2012,0
6474,morocco,oil indicators,Oil reserves,kbl/day,2012,0
6475,morocco,oil indicators,Oil reserve to production ratio,Gbl,2012,0
6476,morocco,oil indicators,Fiscal breakeven oil price,years,2012,
6477,morocco,oil indicators,External breakeven oil price,$/bl,2012,
6478,morocco,oil indicators,Oil Imports,$/bl,2012,338
6479,morocco,oil indicators,Oil exports,kbl,2012,22
6480,morocco,oil indicators,Oil rents (% of GDP),kbl,2012,0
6481,morocco,oil indicators,Oil production,%,2011,0
6482,morocco,oil indicators,Oil reserves,kbl/day,2011,0
6483,morocco,oil indicators,Oil reserve to production ratio,Gbl,2011,0
6484,morocco,oil indicators,Fiscal breakeven oil price,years,2011,
6485,morocco,oil indicators,External breakeven oil price,$/bl,2011,
6486,morocco,oil indicators,Oil Imports,$/bl,2011,314
6487,morocco,oil indicators,Oil exports,kbl,2011,18
6488,morocco,oil indicators,Oil rents (% of GDP),kbl,2011,0
6489,morocco,oil indicators,Oil production,%,2010,0
6490,morocco,oil indicators,Oil reserves,kbl/day,2010,0
6491,morocco,oil indicators,Oil reserve to production ratio,Gbl,2010,0
6492,morocco,oil indicators,Fiscal breakeven oil price,years,2010,
6493,morocco,oil indicators,External breakeven oil price,$/bl,2010,
6494,morocco,oil indicators,Oil Imports,$/bl,2010,285
6495,morocco,oil indicators,Oil exports,kbl,2010,14
6496,morocco,oil indicators,Oil rents (% of GDP),kbl,2010,0
6497,morocco,gas indicators,Gas production,%,2017,
6498,morocco,gas indicators,Gas reserves,bcm,2017,1.444159182
6499,morocco,gas indicators,Gas reserve to production ratio,bcm,2017,
6500,morocco,gas indicators,Gas Imports,years,2017,
6501,morocco,gas indicators,Gas Imports as LNG,bcm,2017,
6502,morocco,gas indicators,Gas exports,bcm,2017,
6503,morocco,gas indicators,Gas exports as LNG,bcm,2017,
6504,morocco,gas indicators,Gas production,bcm,2016,
6505,morocco,gas indicators,Gas reserves,bcm,2016,1.444159182
6506,morocco,gas indicators,Gas reserve to production ratio,bcm,2016,
6507,morocco,gas indicators,Gas Imports,years,2016,
6508,morocco,gas indicators,Gas Imports as LNG,bcm,2016,
6509,morocco,gas indicators,Gas exports,bcm,2016,
6510,morocco,gas indicators,Gas exports as LNG,bcm,2016,
6511,morocco,gas indicators,Gas production,bcm,2015,0.099
6512,morocco,gas indicators,Gas reserves,bcm,2015,1.444159182
6513,morocco,gas indicators,Gas reserve to production ratio,bcm,2015,14.58746649
6514,morocco,gas indicators,Gas Imports,years,2015,1081
6515,morocco,gas indicators,Gas Imports as LNG,bcm,2015,0
6516,morocco,gas indicators,Gas exports,bcm,2015,0
6517,morocco,gas indicators,Gas exports as LNG,bcm,2015,0
6518,morocco,gas indicators,Gas production,bcm,2014,0.099
6519,morocco,gas indicators,Gas reserves,bcm,2014,1.444159182
6520,morocco,gas indicators,Gas reserve to production ratio,bcm,2014,14.58746649
6521,morocco,gas indicators,Gas Imports,years,2014,1081
6522,morocco,gas indicators,Gas Imports as LNG,bcm,2014,0
6523,morocco,gas indicators,Gas exports,bcm,2014,0
6524,morocco,gas indicators,Gas exports as LNG,bcm,2014,0
6525,morocco,gas indicators,Gas production,bcm,2013,0.097
6526,morocco,gas indicators,Gas reserves,bcm,2013,1.444159182
6527,morocco,gas indicators,Gas reserve to production ratio,bcm,2013,14.88823899
6528,morocco,gas indicators,Gas Imports,years,2013,1116
6529,morocco,gas indicators,Gas Imports as LNG,bcm,2013,0
6530,morocco,gas indicators,Gas exports,bcm,2013,0
6531,morocco,gas indicators,Gas exports as LNG,bcm,2013,0
6532,morocco,gas indicators,Gas production,bcm,2012,0.079
6533,morocco,gas indicators,Gas reserves,bcm,2012,1.444159182
6534,morocco,gas indicators,Gas reserve to production ratio,bcm,2012,18.28049598
6535,morocco,gas indicators,Gas Imports,years,2012,1172
6536,morocco,gas indicators,Gas Imports as LNG,bcm,2012,0
6537,morocco,gas indicators,Gas exports,bcm,2012,0
6538,morocco,gas indicators,Gas exports as LNG,bcm,2012,0
6539,morocco,gas indicators,Gas production,bcm,2011,0.059
6540,morocco,gas indicators,Gas reserves,bcm,2011,1.444159182
6541,morocco,gas indicators,Gas reserve to production ratio,bcm,2011,24.47727428
6542,morocco,gas indicators,Gas Imports,years,2011,786
6543,morocco,gas indicators,Gas Imports as LNG,bcm,2011,0
6544,morocco,gas indicators,Gas exports,bcm,2011,0
6545,morocco,gas indicators,Gas exports as LNG,bcm,2011,0
6546,morocco,gas indicators,Gas production,bcm,2010,0.053
6547,morocco,gas indicators,Gas reserves,bcm,2010,1.500792876
6548,morocco,gas indicators,Gas reserve to production ratio,bcm,2010,28.31684671
6549,morocco,gas indicators,Gas Imports,years,2010,615
6550,morocco,gas indicators,Gas Imports as LNG,bcm,2010,0
6551,morocco,gas indicators,Gas exports,bcm,2010,0
6552,morocco,gas indicators,Gas exports as LNG,bcm,2010,0
6553,morocco,electricity indicators,Access to Electricity,bcm,2017,
6554,morocco,electricity indicators,Total installed generation capacity,%,2017,
6555,morocco,electricity indicators,Total generated electricity,MW,2017,
6556,morocco,electricity indicators,Electricty imports,GWh,2017,
6557,morocco,electricity indicators,Electricity exports,GWh,2017,
6558,morocco,electricity indicators,Losses,GWh,2017,
6559,morocco,electricity indicators,Final electricity consumption,GWh,2017,
6560,morocco,electricity indicators,Electricity consumption per capita,GWh,2017,
6561,morocco,electricity indicators,Cost of electricity,kWh,2017,
6562,morocco,electricity indicators,Electricity price,$/kWh,2017,
6563,morocco,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2017,
6564,morocco,electricity indicators,Electricity Generation - Natural Gas,%,2017,
6565,morocco,electricity indicators,Electricity Generation - Coal,%,2017,
6566,morocco,electricity indicators,Electricity Generation - Nuclear,%,2017,
6567,morocco,electricity indicators,Electricity Generation - Renewables,%,2017,
6568,morocco,electricity indicators,Electricity Generation - Solar,%,2017,
6569,morocco,electricity indicators,Electricity Generation - Wind,%,2017,
6570,morocco,electricity indicators,Electricity Generation - Hydropower,%,2017,
6571,morocco,electricity indicators,Electricity Generation - Other,%,2017,
6572,morocco,electricity indicators,Access to Electricity,%,2016,
6573,morocco,electricity indicators,Total installed generation capacity,%,2016,
6574,morocco,electricity indicators,Total generated electricity,MW,2016,
6575,morocco,electricity indicators,Electricty imports,GWh,2016,
6576,morocco,electricity indicators,Electricity exports,GWh,2016,
6577,morocco,electricity indicators,Losses,GWh,2016,
6578,morocco,electricity indicators,Final electricity consumption,GWh,2016,
6579,morocco,electricity indicators,Electricity consumption per capita,GWh,2016,
6580,morocco,electricity indicators,Cost of electricity,kWh,2016,
6581,morocco,electricity indicators,Electricity price,$/kWh,2016,
6582,morocco,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2016,
6583,morocco,electricity indicators,Electricity Generation - Natural Gas,%,2016,
6584,morocco,electricity indicators,Electricity Generation - Coal,%,2016,
6585,morocco,electricity indicators,Electricity Generation - Nuclear,%,2016,
6586,morocco,electricity indicators,Electricity Generation - Renewables,%,2016,
6587,morocco,electricity indicators,Electricity Generation - Solar,%,2016,
6588,morocco,electricity indicators,Electricity Generation - Wind,%,2016,
6589,morocco,electricity indicators,Electricity Generation - Hydropower,%,2016,
6590,morocco,electricity indicators,Electricity Generation - Other,%,2016,
6591,morocco,electricity indicators,Access to Electricity,%,2015,
6592,morocco,electricity indicators,Total installed generation capacity,%,2015,
6593,morocco,electricity indicators,Total generated electricity,MW,2015,
6594,morocco,electricity indicators,Electricty imports,GWh,2015,
6595,morocco,electricity indicators,Electricity exports,GWh,2015,
6596,morocco,electricity indicators,Losses,GWh,2015,
6597,morocco,electricity indicators,Final electricity consumption,GWh,2015,
6598,morocco,electricity indicators,Electricity consumption per capita,GWh,2015,
6599,morocco,electricity indicators,Cost of electricity,kWh,2015,
6600,morocco,electricity indicators,Electricity price,$/kWh,2015,
6601,morocco,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2015,
6602,morocco,electricity indicators,Electricity Generation - Natural Gas,%,2015,
6603,morocco,electricity indicators,Electricity Generation - Coal,%,2015,
6604,morocco,electricity indicators,Electricity Generation - Nuclear,%,2015,
6605,morocco,electricity indicators,Electricity Generation - Renewables,%,2015,
6606,morocco,electricity indicators,Electricity Generation - Solar,%,2015,
6607,morocco,electricity indicators,Electricity Generation - Wind,%,2015,
6608,morocco,electricity indicators,Electricity Generation - Hydropower,%,2015,
6609,morocco,electricity indicators,Electricity Generation - Other,%,2015,
6610,morocco,electricity indicators,Access to Electricity,%,2014,91.6
6611,morocco,electricity indicators,Total installed generation capacity,%,2014,7994
6612,morocco,electricity indicators,Total generated electricity,MW,2014,29142
6613,morocco,electricity indicators,Electricty imports,GWh,2014,6138
6614,morocco,electricity indicators,Electricity exports,GWh,2014,128
6615,morocco,electricity indicators,Losses,GWh,2014,4227
6616,morocco,electricity indicators,Final electricity consumption,GWh,2014,28806
6617,morocco,electricity indicators,Electricity consumption per capita,GWh,2014,849.2334906
6618,morocco,electricity indicators,Cost of electricity,kWh,2014,
6619,morocco,electricity indicators,Electricity price,$/kWh,2014,
6620,morocco,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2014,12.92636058
6621,morocco,electricity indicators,Electricity Generation - Natural Gas,%,2014,19.21625146
6622,morocco,electricity indicators,Electricity Generation - Coal,%,2014,54.27904742
6623,morocco,electricity indicators,Electricity Generation - Nuclear,%,2014,0
6624,morocco,electricity indicators,Electricity Generation - Renewables,%,2014,13.57834054
6625,morocco,electricity indicators,Electricity Generation - Solar,%,2014,0
6626,morocco,electricity indicators,Electricity Generation - Wind,%,2014,6.602154965
6627,morocco,electricity indicators,Electricity Generation - Hydropower,%,2014,6.976185574
6628,morocco,electricity indicators,Electricity Generation - Other,%,2014,0
6629,morocco,electricity indicators,Access to Electricity,%,2013,91.5
6630,morocco,electricity indicators,Total installed generation capacity,%,2013,6891
6631,morocco,electricity indicators,Total generated electricity,MW,2013,27929
6632,morocco,electricity indicators,Electricty imports,GWh,2013,5551
6633,morocco,electricity indicators,Electricity exports,GWh,2013,151
6634,morocco,electricity indicators,Losses,GWh,2013,3611
6635,morocco,electricity indicators,Final electricity consumption,GWh,2013,27846
6636,morocco,electricity indicators,Electricity consumption per capita,GWh,2013,832.4663677
6637,morocco,electricity indicators,Cost of electricity,kWh,2013,
6638,morocco,electricity indicators,Electricity price,$/kWh,2013,0.167
6639,morocco,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2013,20.80274983
6640,morocco,electricity indicators,Electricity Generation - Natural Gas,%,2013,20.84929643
6641,morocco,electricity indicators,Electricity Generation - Coal,%,2013,43.07350782
6642,morocco,electricity indicators,Electricity Generation - Nuclear,%,2013,0
6643,morocco,electricity indicators,Electricity Generation - Renewables,%,2013,15.27444592
6644,morocco,electricity indicators,Electricity Generation - Solar,%,2013,0
6645,morocco,electricity indicators,Electricity Generation - Wind,%,2013,5.302731927
6646,morocco,electricity indicators,Electricity Generation - Hydropower,%,2013,9.971713989
6647,morocco,electricity indicators,Electricity Generation - Other,%,2013,0
6648,morocco,electricity indicators,Access to Electricity,%,2012,89.6
6649,morocco,electricity indicators,Total installed generation capacity,%,2012,6377
6650,morocco,electricity indicators,Total generated electricity,MW,2012,27520
6651,morocco,electricity indicators,Electricty imports,GWh,2012,5660
6652,morocco,electricity indicators,Electricity exports,GWh,2012,818
6653,morocco,electricity indicators,Losses,GWh,2012,3214
6654,morocco,electricity indicators,Final electricity consumption,GWh,2012,27345
6655,morocco,electricity indicators,Electricity consumption per capita,GWh,2012,829.138872
6656,morocco,electricity indicators,Cost of electricity,kWh,2012,
6657,morocco,electricity indicators,Electricity price,$/kWh,2012,
6658,morocco,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2012,25.14171512
6659,morocco,electricity indicators,Electricity Generation - Natural Gas,%,2012,22.53270349
6660,morocco,electricity indicators,Electricity Generation - Coal,%,2012,43.08139535
6661,morocco,electricity indicators,Electricity Generation - Nuclear,%,2012,0
6662,morocco,electricity indicators,Electricity Generation - Renewables,%,2012,9.244186047
6663,morocco,electricity indicators,Electricity Generation - Solar,%,2012,0
6664,morocco,electricity indicators,Electricity Generation - Wind,%,2012,2.645348837
6665,morocco,electricity indicators,Electricity Generation - Hydropower,%,2012,6.598837209
6666,morocco,electricity indicators,Electricity Generation - Other,%,2012,0
6667,morocco,electricity indicators,Access to Electricity,%,2011,87.6
6668,morocco,electricity indicators,Total installed generation capacity,%,2011,6377
6669,morocco,electricity indicators,Total generated electricity,MW,2011,25139
6670,morocco,electricity indicators,Electricty imports,GWh,2011,5131
6671,morocco,electricity indicators,Electricity exports,GWh,2011,524
6672,morocco,electricity indicators,Losses,GWh,2011,2674
6673,morocco,electricity indicators,Final electricity consumption,GWh,2011,25505
6674,morocco,electricity indicators,Electricity consumption per capita,GWh,2011,784.0454965
6675,morocco,electricity indicators,Cost of electricity,kWh,2011,
6676,morocco,electricity indicators,Electricity price,$/kWh,2011,
6677,morocco,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2011,26.16651418
6678,morocco,electricity indicators,Electricity Generation - Natural Gas,%,2011,16.11440391
6679,morocco,electricity indicators,Electricity Generation - Coal,%,2011,46.45769521
6680,morocco,electricity indicators,Electricity Generation - Nuclear,%,2011,0
6681,morocco,electricity indicators,Electricity Generation - Renewables,%,2011,11.26138669
6682,morocco,electricity indicators,Electricity Generation - Solar,%,2011,0
6683,morocco,electricity indicators,Electricity Generation - Wind,%,2011,2.752695016
6684,morocco,electricity indicators,Electricity Generation - Hydropower,%,2011,8.508691674
6685,morocco,electricity indicators,Electricity Generation - Other,%,2011,0
6686,morocco,electricity indicators,Access to Electricity,%,2010,85.7
6687,morocco,electricity indicators,Total installed generation capacity,%,2010,6343
6688,morocco,electricity indicators,Total generated electricity,MW,2010,23835
6689,morocco,electricity indicators,Electricty imports,GWh,2010,4583
6690,morocco,electricity indicators,Electricity exports,GWh,2010,643
6691,morocco,electricity indicators,Losses,GWh,2010,2678
6692,morocco,electricity indicators,Final electricity consumption,GWh,2010,23629
6693,morocco,electricity indicators,Electricity consumption per capita,GWh,2010,735.8766739
6694,morocco,electricity indicators,Cost of electricity,kWh,2010,
6695,morocco,electricity indicators,Electricity price,$/kWh,2010,
6696,morocco,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2010,23.98153975
6697,morocco,electricity indicators,Electricity Generation - Natural Gas,%,2010,12.43129851
6698,morocco,electricity indicators,Electricity Generation - Coal,%,2010,45.58842039
6699,morocco,electricity indicators,Electricity Generation - Nuclear,%,2010,0
6700,morocco,electricity indicators,Electricity Generation - Renewables,%,2010,17.99874135
6701,morocco,electricity indicators,Electricity Generation - Solar,%,2010,0
6702,morocco,electricity indicators,Electricity Generation - Wind,%,2010,2.764841619
6703,morocco,electricity indicators,Electricity Generation - Hydropower,%,2010,15.23389973
6704,morocco,electricity indicators,Electricity Generation - Other,%,2010,0
6705,morocco,energy efficiency indicators,RISE score,%,2017,
6706,morocco,energy efficiency indicators,RISE energy efficiency score,/100,2017,
6707,morocco,energy efficiency indicators,Energy efficiency potential,/100,2017,
6708,morocco,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2017,
6709,morocco,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2017,
6710,morocco,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2017,
6711,morocco,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2017,
6712,morocco,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2017,
6713,morocco,energy efficiency indicators,RISE score,% of EE potential,2016,68.93
6714,morocco,energy efficiency indicators,RISE energy efficiency score,/100,2016,42.21
6715,morocco,energy efficiency indicators,Energy efficiency potential,/100,2016,
6716,morocco,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2016,
6717,morocco,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2016,
6718,morocco,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2016,
6719,morocco,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2016,
6720,morocco,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2016,
6721,morocco,energy efficiency indicators,RISE score,% of EE potential,2015,
6722,morocco,energy efficiency indicators,RISE energy efficiency score,/100,2015,
6723,morocco,energy efficiency indicators,Energy efficiency potential,/100,2015,
6724,morocco,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2015,
6725,morocco,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2015,
6726,morocco,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2015,
6727,morocco,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2015,
6728,morocco,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2015,
6729,morocco,energy efficiency indicators,RISE score,% of EE potential,2014,
6730,morocco,energy efficiency indicators,RISE energy efficiency score,/100,2014,
6731,morocco,energy efficiency indicators,Energy efficiency potential,/100,2014,
6732,morocco,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2014,
6733,morocco,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2014,
6734,morocco,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2014,
6735,morocco,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2014,
6736,morocco,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2014,
6737,morocco,energy efficiency indicators,RISE score,% of EE potential,2013,
6738,morocco,energy efficiency indicators,RISE energy efficiency score,/100,2013,
6739,morocco,energy efficiency indicators,Energy efficiency potential,/100,2013,
6740,morocco,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2013,
6741,morocco,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2013,
6742,morocco,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2013,
6743,morocco,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2013,
6744,morocco,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2013,
6745,morocco,energy efficiency indicators,RISE score,% of EE potential,2012,
6746,morocco,energy efficiency indicators,RISE energy efficiency score,/100,2012,
6747,morocco,energy efficiency indicators,Energy efficiency potential,/100,2012,
6748,morocco,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2012,
6749,morocco,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2012,
6750,morocco,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2012,
6751,morocco,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2012,
6752,morocco,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2012,
6753,morocco,energy efficiency indicators,RISE score,% of EE potential,2011,
6754,morocco,energy efficiency indicators,RISE energy efficiency score,/100,2011,
6755,morocco,energy efficiency indicators,Energy efficiency potential,/100,2011,
6756,morocco,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2011,
6757,morocco,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2011,
6758,morocco,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2011,
6759,morocco,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2011,
6760,morocco,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2011,
6761,morocco,energy efficiency indicators,RISE score,% of EE potential,2010,
6762,morocco,energy efficiency indicators,RISE energy efficiency score,/100,2010,
6763,morocco,energy efficiency indicators,Energy efficiency potential,/100,2010,
6764,morocco,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2010,
6765,morocco,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2010,
6766,morocco,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2010,
6767,morocco,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2010,
6768,morocco,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2010,
6769,oman,economic indicators,GDP,% of EE potential,2017,
6770,oman,economic indicators,GDP based on PPP,US $B,2017,
6771,oman,economic indicators,Real GDP growth,Int. $B,2017,
6772,oman,economic indicators,GDP per capita,%,2017,
6773,oman,economic indicators,GDP per capita based on PPP,US $,2017,
6774,oman,economic indicators,Population,Int. $B,2017,
6775,oman,economic indicators,Land Area,million,2017,
6776,oman,economic indicators,Human Development Index,sq.km,2017,
6777,oman,economic indicators,Inflation rate,,2017,
6778,oman,economic indicators,Unemployment rate,%,2017,
6779,oman,economic indicators,Current account balance,%,2017,
6780,oman,economic indicators,Government Gross Debt (share of GDP),US $B,2017,
6781,oman,economic indicators,International Reserves,%,2017,
6782,oman,economic indicators,CO2 emissions intensity,US $B,2017,
6783,oman,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2017,
6784,oman,economic indicators,GDP,metric tons,2016,59.68
6785,oman,economic indicators,GDP based on PPP,US $B,2016,173.07
6786,oman,economic indicators,Real GDP growth,Int. $B,2016,1.8
6787,oman,economic indicators,GDP per capita,%,2016,15080
6788,oman,economic indicators,GDP per capita based on PPP,US $,2016,43737
6789,oman,economic indicators,Population,Int. $B,2016,4.65
6790,oman,economic indicators,Land Area,million,2016,309500
6791,oman,economic indicators,Human Development Index,sq.km,2016,
6792,oman,economic indicators,Inflation rate,,2016,1.1
6793,oman,economic indicators,Unemployment rate,%,2016,
6794,oman,economic indicators,Current account balance,%,2016,-12.7
6795,oman,economic indicators,Government Gross Debt (share of GDP),US $B,2016,21.8
6796,oman,economic indicators,International Reserves,%,2016,
6797,oman,economic indicators,CO2 emissions intensity,US $B,2016,
6798,oman,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2016,
6799,oman,economic indicators,GDP,metric tons,2015,64.12
6800,oman,economic indicators,GDP based on PPP,US $B,2015,167.82
6801,oman,economic indicators,Real GDP growth,Int. $B,2015,3.3
6802,oman,economic indicators,GDP per capita,%,2015,16699
6803,oman,economic indicators,GDP per capita based on PPP,US $,2015,43707
